image_id,frame_index,image_path,label_path,file_name,sequence,object_set,surface,camera_view,scene_type,sequence_id,category_name,object_id,area,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,point_x,point_y
1644,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-38-30.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-38-30.png,result_2018-08-21-11-38-30.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,9,1151,366,206,396,257,379,229
1644,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-38-30.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-38-30.png,result_2018-08-21-11-38-30.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,10,1524,277,218,320,264,300,240
1644,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-38-30.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-38-30.png,result_2018-08-21-11-38-30.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,11,3947,416,143,507,219,459,181
1644,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-38-30.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-38-30.png,result_2018-08-21-11-38-30.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,12,9319,94,60,218,174,157,113
1645,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-01.png,result_2018-08-21-11-39-01.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,1,77515,2,12,602,469,309,231
1645,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-01.png,result_2018-08-21-11-39-01.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,2,115577,0,97,599,468,295,276
1645,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-01.png,result_2018-08-21-11-39-01.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,3,12136,92,145,236,285,169,211
1645,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-01.png,result_2018-08-21-11-39-01.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,4,20942,272,38,433,212,349,123
1645,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-01.png,result_2018-08-21-11-39-01.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,5,14944,333,206,505,382,421,295
1645,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-01.png,result_2018-08-21-11-39-01.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,6,5597,167,274,273,369,220,320
1645,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-01.png,result_2018-08-21-11-39-01.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,7,4187,209,93,276,180,242,134
1645,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-01.png,result_2018-08-21-11-39-01.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,8,1185,238,221,278,258,257,239
1645,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-01.png,result_2018-08-21-11-39-01.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,9,1157,366,206,396,257,379,228
1645,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-01.png,result_2018-08-21-11-39-01.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,10,1529,277,217,320,263,299,240
1645,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-01.png,result_2018-08-21-11-39-01.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,11,3951,416,143,507,219,459,181
1645,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-01.png,result_2018-08-21-11-39-01.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,12,9332,91,60,218,175,157,113
1645,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-01.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-01.png,result_2018-08-21-11-39-01.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,13,1657,258,177,298,232,277,202
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,1,77480,2,12,602,469,309,231
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,2,112070,0,97,599,468,299,276
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,3,7587,92,145,238,259,182,196
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,4,20910,272,38,434,212,349,123
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,5,14941,332,207,505,381,421,295
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,6,5613,167,274,273,370,220,320
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,7,4194,209,93,276,180,242,134
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,8,1165,237,221,277,258,257,239
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,9,1153,366,206,396,257,379,228
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,10,1528,276,218,320,263,299,240
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,11,3955,416,143,507,219,459,181
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,12,9338,91,60,218,174,157,113
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,13,1665,258,177,298,231,277,202
1646,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-39-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-39-38.png,result_2018-08-21-11-39-38.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,14,8135,90,194,195,322,146,254
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,1,77535,2,12,602,469,309,231
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,2,111047,0,97,599,468,300,276
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,3,7577,92,145,237,259,182,196
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,4,20923,272,38,433,213,349,123
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,5,14917,333,207,505,381,421,295
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,6,5609,167,274,273,370,220,320
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,7,4197,209,93,276,178,242,134
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,8,1180,238,221,278,259,257,239
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,9,1144,366,206,396,257,379,228
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,10,1542,274,218,320,263,299,240
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,11,3944,416,143,507,219,459,181
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,12,9311,92,60,218,174,157,113
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,13,1669,257,177,298,232,277,202
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,14,8114,90,194,195,322,146,254
1647,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-40-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-40-54.png,result_2018-08-21-11-40-54.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,15,957,261,254,297,288,279,271
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,1,77521,2,12,602,469,309,231
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,2,106912,0,97,599,468,300,274
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,3,7588,92,145,237,259,182,196
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,4,20932,272,38,432,212,349,123
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,5,14957,332,206,505,381,421,295
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,6,5634,167,274,276,369,220,320
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,7,4213,209,93,276,180,242,134
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,8,1166,238,221,278,259,257,239
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,9,1150,366,206,396,257,379,229
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,10,1527,276,218,320,264,299,240
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,11,3953,416,143,507,219,459,181
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,12,9313,91,60,217,174,157,113
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,13,1668,258,177,298,235,277,202
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,14,8100,89,194,195,322,146,254
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,15,962,261,255,297,288,279,271
1648,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-41-33.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-41-33.png,result_2018-08-21-11-41-33.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,16,4072,247,292,345,373,294,333
1649,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-42-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-42-18.png,result_2018-08-21-11-42-18.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,1,77519,2,12,602,469,309,231
1649,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-42-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-42-18.png,result_2018-08-21-11-42-18.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,2,106284,0,97,599,468,300,275
1649,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-42-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-42-18.png,result_2018-08-21-11-42-18.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,3,7578,92,145,237,259,182,196
1649,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-42-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-42-18.png,result_2018-08-21-11-42-18.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,4,20204,272,38,433,212,348,120
1649,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-42-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-42-18.png,result_2018-08-21-11-42-18.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,5,14951,332,207,505,382,421,295
1649,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-42-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-42-18.png,result_2018-08-21-11-42-18.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,6,5632,167,274,276,369,220,320
1649,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-42-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-42-18.png,result_2018-08-21-11-42-18.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,7,4218,209,93,276,180,242,135
1649,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-42-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-42-18.png,result_2018-08-21-11-42-18.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,8,1160,238,221,277,260,257,239
1649,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-42-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-42-18.png,result_2018-08-21-11-42-18.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,9,1119,367,207,396,257,379,229
1649,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/rgb/result_2018-08-21-11-42-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/top/seq02/label/result_2018-08-21-11-42-18.png,result_2018-08-21-11-42-18.png,ARID20/table/top/seq02,ARID20,table,top,seq02,seq02,seq02,10,1538,275,217,320,263,299,240
